====================================================================================================
L2G RESULTS (CHAMFER ASYMMETRIC) - TOP 700
Parameters: k=700, M=1600, w=0.19, p=0.01
====================================================================================================

Query: query_0000
--------------------------------------------------------------------------------
Rank   Database Image                      Score          
64     db_005359                           0.98538005
65     db_003290                           0.98534219
66     db_002678                           0.98531135
67     db_002988                           0.98509507
68     db_002175                           0.98500089
69     db_001702                           0.98498965
70     db_004642                           0.98497304
71     db_001402                           0.98488270
72     db_002152                           0.98484206
73     db_006207                           0.98477869
74     db_003643                           0.98476949
75     db_003295                           0.98471887
76     db_001506                           0.98471397
77     db_001376                           0.98471132
78     db_003467                           0.98470163
79     db_000519                           0.98461058
80     db_000172                           0.98458382
81     db_001082                           0.98456489
82     db_001965                           0.98450409
83     db_002536                           0.98429539
84     db_005996                           0.98425034
85     db_004599                           0.98422103
86     db_001971                           0.98421660
87     db_001470                           0.98406574
88     db_004598                           0.98401442
89     db_006098                           0.98400836
90     db_003827                           0.98378840
91     db_000406                           0.98355738
92     db_001722                           0.98354435
93     db_006100                           0.98350029
94     db_000752                           0.98348363
95     db_003766                           0.98339635
96     db_004199                           0.98338643
97     db_002819                           0.98334439
98     db_000044                           0.98330890
99     db_005511                           0.98326031
100    db_002708                           0.98324210
101    db_004873                           0.98319186
102    db_001554                           0.98303234
103    db_000165                           0.98279934
104    db_000711                           0.98278854
105    db_005173                           0.98266057
106    db_000871                           0.98261798
107    db_003061                           0.98255927
108    db_006144                           0.98251864
109    db_006009                           0.98251779
110    db_000010                           0.98249477
111    db_004987                           0.98235790
112    db_004504                           0.98211034
113    db_003772                           0.98209244
114    db_004476                           0.98205370
115    db_005266                           0.98194226
116    db_002385                           0.98187077
117    db_002096                           0.98183691
118    db_005690                           0.98175846
119    db_005052                           0.98171653
120    db_000982                           0.98165768
121    db_003875                           0.98164014
122    db_006032                           0.98163249
123    db_002305                           0.98144805
124    db_000786                           0.98142647
125    db_006243                           0.98135941
126    db_000081                           0.98134370
127    db_000080                           0.98131380
128    db_005412                           0.98119436
129    db_000133                           0.98119354
130    db_000622                           0.98109178
131    db_004585                           0.98103764
132    db_006178                           0.98093428
133    db_003332                           0.98087024
134    db_005013                           0.98078192
135    db_004531                           0.98076052
136    db_002527                           0.98054337
137    db_002207                           0.98046993
138    db_001932                           0.98042448
139    db_000022                           0.98031664
140    db_001331                           0.98028003
141    db_000315                           0.98026692
142    db_004671                           0.98003974
143    db_004840                           0.98001461
144    db_002173                           0.97998691
145    db_005718                           0.97981558
146    db_002623                           0.97980227
147    db_003740                           0.97952463
148    db_002337                           0.97936214
149    db_001705                           0.97901561
150    db_002042                           0.97875686
151    db_004071                           0.97862567
152    db_003607                           0.97858897
153    db_004309                           0.97858480
154    db_003087                           0.97831037
155    db_005132                           0.97828058
156    db_003649                           0.97806686
157    db_000585                           0.97781506
158    db_001968                           0.97772273
159    db_001850                           0.97738827
160    db_003321                           0.97726006
161    db_003429                           0.97708471
162    db_003265                           0.97705913
163    db_004686                           0.97703242
164    db_006296                           0.97687542
165    db_001550                           0.97681186
166    db_003538                           0.97674057
167    db_003950                           0.97669551
168    db_002125                           0.97649681
169    db_000147                           0.97638814
170    db_002765                           0.97634280
171    db_002279                           0.97630108
172    db_001673                           0.97622796
173    db_003871                           0.97621345
174    db_001444                           0.97606607
175    db_000395                           0.97588660
176    db_004554                           0.97582063
177    db_003482                           0.97554430
178    db_001197                           0.97527565
179    db_000839                           0.97521145
180    db_000072                           0.97511966
181    db_005487                           0.97440255
182    db_002190                           0.97394733
183    db_003532                           0.97371891
184    db_006160                           0.97369423
185    db_003424                           0.97322191
186    db_005385                           0.97299154
187    db_004487                           0.97290903
188    db_001326                           0.97281500
189    db_000308                           0.97265845
190    db_004759                           0.97228033
191    db_000086                           0.97208050
192    db_004744                           0.97196798
193    db_002552                           0.97180749
194    db_000353                           0.97168209
195    db_004162                           0.97158689
196    db_003478                           0.97150446
197    db_002471                           0.97123957
198    db_004460                           0.97112859
199    db_005441                           0.97110471
200    db_001774                           0.97029308
201    db_001597                           0.97012526
202    db_000141                           0.96910933
203    db_002450                           0.96832946
204    db_004897                           0.96823632
205    db_005724                           0.96763245
206    db_000753                           0.96719116
207    db_006012                           0.96714591
208    db_000149                           0.96708345
209    db_001295                           0.96667583
210    db_001410                           0.96584062
211    db_002740                           0.96520531
212    db_000890                           0.96234881
213    db_004243                           0.96149793
214    db_004447                           0.96135321
215    db_000501                           0.96120579
216    db_000500                           0.96119016
217    db_003969                           0.96108067
218    db_006165                           0.96059748
219    db_001472                           0.96026065
220    db_002403                           0.95927013
221    db_006133                           0.95925888
222    db_002020                           0.95695699
223    db_000479                           0.95686355
224    db_001491                           0.95639293
225    db_000112                           0.95593276
226    db_003058                           0.95432087
227    db_003638                           0.95216060
228    db_003283                           0.95161887
229    db_000453                           0.95092223
230    db_005776                           0.95075632
231    db_000210                           0.95028843
232    db_001581                           0.95006484
233    db_000211                           0.94581590
234    db_001323                           0.94057384
235    db_000155                           0.93491330
236    db_003235                           0.93242343
237    db_003174                           0.93229536
238    db_003432                           0.93000145
239    db_000873                           0.92987214
240    db_002610                           0.92985156
241    db_003386                           0.92803347
242    db_000489                           0.92652182
243    db_002361                           0.92292432
244    db_003395                           0.91877628
245    db_001819                           0.91546306
246    db_000119                           0.91511313
247    db_000939                           0.91433957
248    db_004698                           0.91168128
249    db_003618                           0.91031211
250    db_003220                           0.89892667
251    db_002786                           0.89797722
252    db_000402                           0.89263482
253    db_000952                           0.87302293
254    db_002445                           0.86819555
255    db_005752                           0.86356644
256    db_005803                           0.86187947
257    db_005508                           0.85512488
258    db_004141                           0.85019764
259    db_003629                           0.84228549
260    db_001563                           0.83899948
261    db_004181                           0.83478064
262    db_005528                           0.83367697
263    db_003882                           0.82832196
264    db_004180                           0.82310105
265    db_005488                           0.81086500
266    db_003240                           0.80810677
267    db_005857                           0.80572880
268    db_005858                           0.79930086
269    db_003401                           0.78229494
270    db_005924                           0.77109769
271    db_000473                           0.72742225
272    db_005294                           0.72469547
273    db_000334                           0.69530552
274    db_006174                           0.56635270
275    db_001603                           0.51000691
276    db_005314                           0.44202042
277    db_000563                           0.43522351
278    db_000218                           0.42871010
279    db_004998                           0.36276362
280    db_001266                           0.30662271
281    db_002197                           0.25006443
282    db_003472                           0.23447275
283    db_004726                           0.23373163
284    db_001954                           0.18557929
285    db_000798                           0.08563384
286    db_002607                           0.06209705
287    db_000526                           0.04741450
288    db_000205                           0.02698099
289    db_000115                           -0.00884908
290    db_000000                           -0.02461278
291    db_005595                           -0.04913810
292    db_004994                           -0.06035194
293    db_006284                           -0.09313294
294    db_000748                           -0.14091503
295    db_000703                           -0.14495826
296    db_001777                           -0.14829659
297    db_003784                           -0.20287787
298    db_000807                           -0.21894933
299    db_003205                           -0.29385228
300    db_000763                           -0.34848701
301    db_002216                           -0.37233559
302    db_003512                           -0.39295026
303    db_002462                           -0.40824205
304    db_001794                           -0.41165986
305    db_004109                           -0.43337048
306    db_001566                           -0.43678109
307    db_003268                           -0.44015731
308    db_002565                           -0.44244141
309    db_002566                           -0.44245021
310    db_004092                           -0.46293985
311    db_003934                           -0.46317563
312    db_004614                           -0.47027185
313    db_005610                           -0.47044671
314    db_002477                           -0.47386409
315    db_002480                           -0.48371241
316    db_002481                           -0.48390292
317    db_006121                           -0.48572421
318    db_005563                           -0.49270702
319    db_000021                           -0.49525979
320    db_001431                           -0.49719672
321    db_003570                           -0.50488124
322    db_003188                           -0.51109899
323    db_000183                           -0.51433144
324    db_004729                           -0.51748777
325    db_002238                           -0.52364832
326    db_002114                           -0.52397883
327    db_002514                           -0.53480924
328    db_005209                           -0.54280014
329    db_004651                           -0.54717582
330    db_005917                           -0.54902903
331    db_001501                           -0.55645601
332    db_000682                           -0.56115515
333    db_004375                           -0.56180466
334    db_004091                           -0.56586888
335    db_004842                           -0.57241163
336    db_004043                           -0.57524633
337    db_000110                           -0.57527584
338    db_004042                           -0.57561639
339    db_000960                           -0.57761932
340    db_005153                           -0.57805845
341    db_006125                           -0.57833155
342    db_000223                           -0.57889712
343    db_005038                           -0.57889922
344    db_004503                           -0.58083277
345    db_006006                           -0.58178347
346    db_003813                           -0.58258640
347    db_004090                           -0.58308178
348    db_002987                           -0.58610661
349    db_005213                           -0.58933435
350    db_006250                           -0.59151468
351    db_003342                           -0.59206369
352    db_002127                           -0.59301612
353    db_001816                           -0.59311920
354    db_005772                           -0.59424693
355    db_000036                           -0.59505679
356    db_002435                           -0.59730271
357    db_002671                           -0.59766912
358    db_004339                           -0.59794554
359    db_004949                           -0.59836742
360    db_005821                           -0.59857675
361    db_000733                           -0.60055632
362    db_000802                           -0.60224989
363    db_005828                           -0.60309674
364    db_003325                           -0.60321745
365    db_001612                           -0.60391085
366    db_002741                           -0.60466676
367    db_004216                           -0.60555130
368    db_000186                           -0.60778328
369    db_004733                           -0.60782111
370    db_001573                           -0.60801335
371    db_002853                           -0.60808442
372    db_003504                           -0.60808480
373    db_001913                           -0.60809932
374    db_006170                           -0.60831298
375    db_004055                           -0.60840617
376    db_000664                           -0.60843048
377    db_001632                           -0.60880998
378    db_001649                           -0.60884739
379    db_000416                           -0.60898686
380    db_003300                           -0.60899555
381    db_000267                           -0.60941137
382    db_002798                           -0.60944664
383    db_004400                           -0.60965793
384    db_001604                           -0.60979817
385    db_005085                           -0.60994597
386    db_000064                           -0.61000164
387    db_002395                           -0.61017743
388    db_003691                           -0.61032938
389    db_000056                           -0.61040706
390    db_000878                           -0.61046414
391    db_000877                           -0.61046744
392    db_004999                           -0.61054276
393    db_003346                           -0.61065681
394    db_004688                           -0.61094425
395    db_005669                           -0.61098818
396    db_006232                           -0.61100659
397    db_002595                           -0.61101360
398    db_003938                           -0.61102068
399    db_001957                           -0.61106500
400    db_003973                           -0.61133102
401    db_004613                           -0.61144311
402    db_005852                           -0.61154366
403    db_004437                           -0.61175479
404    db_000933                           -0.61176098
405    db_004347                           -0.61188751
406    db_002328                           -0.61195227
407    db_003892                           -0.61209670
408    db_002460                           -0.61220635
409    db_003381                           -0.61223073
410    db_003454                           -0.61227962
411    db_001468                           -0.61229887
412    db_001251                           -0.61243763
413    db_002554                           -0.61248519
414    db_001605                           -0.61258403
415    db_005322                           -0.61264257
416    db_000716                           -0.61265763
417    db_006142                           -0.61270069
418    db_002423                           -0.61270076
419    db_003597                           -0.61270231
420    db_003993                           -0.61272679
421    db_006159                           -0.61276501
422    db_000142                           -0.61278641
423    db_004156                           -0.61283089
424    db_000031                           -0.61285860
425    db_000302                           -0.61287543
426    db_000360                           -0.61289396
427    db_002763                           -0.61290267
428    db_005404                           -0.61302351
429    db_000410                           -0.61305466
430    db_005921                           -0.61306384
431    db_001265                           -0.61311197
432    db_006206                           -0.61315309
433    db_000280                           -0.61320221
434    db_001079                           -0.61327873
435    db_003208                           -0.61328319
436    db_003981                           -0.61329260
437    db_000565                           -0.61334622
438    db_001993                           -0.61338412
439    db_003596                           -0.61339668
440    db_003378                           -0.61343948
441    db_001180                           -0.61346883
442    db_001361                           -0.61349128
443    db_000791                           -0.61349879
444    db_001587                           -0.61352317
445    db_003269                           -0.61355089
446    db_002854                           -0.61355992
447    db_000988                           -0.61357034
448    db_000151                           -0.61361582
449    db_002392                           -0.61361701
450    db_005782                           -0.61363742
451    db_001898                           -0.61364408
452    db_001445                           -0.61369758
453    db_003640                           -0.61373048
454    db_005895                           -0.61376863
455    db_005583                           -0.61390946
456    db_005205                           -0.61401391
457    db_005646                           -0.61402967
458    db_004471                           -0.61405124
459    db_006107                           -0.61406320
460    db_004730                           -0.61408330
461    db_000580                           -0.61410433
462    db_000317                           -0.61412870
463    db_000276                           -0.61417779
464    db_003843                           -0.61420328
465    db_002084                           -0.61431929
466    db_005644                           -0.61435255
467    db_002981                           -0.61435860
468    db_000249                           -0.61436179
469    db_004018                           -0.61439323
470    db_004790                           -0.61442770
471    db_005455                           -0.61442884
472    db_005951                           -0.61444741
473    db_002301                           -0.61445072
474    db_001399                           -0.61445174
475    db_005235                           -0.61448237
476    db_005879                           -0.61448377
477    db_000639                           -0.61448513
478    db_004178                           -0.61448877
479    db_005537                           -0.61452560
480    db_005137                           -0.61462455
481    db_005574                           -0.61464377
482    db_000628                           -0.61464422
483    db_006223                           -0.61465125
484    db_003622                           -0.61465297
485    db_005258                           -0.61468801
486    db_001420                           -0.61469480
487    db_004866                           -0.61471018
488    db_002801                           -0.61471430
489    db_002802                           -0.61471438
490    db_005489                           -0.61471783
491    db_004299                           -0.61479221
492    db_001103                           -0.61479632
493    db_004578                           -0.61486498
494    db_000928                           -0.61486866
495    db_005429                           -0.61486999
496    db_004869                           -0.61487205
497    db_001473                           -0.61487956
498    db_002283                           -0.61489345
499    db_004279                           -0.61489394
500    db_002091                           -0.61489776
501    db_001347                           -0.61490954
502    db_000071                           -0.61491919
503    db_001637                           -0.61495034
504    db_006143                           -0.61495467
505    db_001388                           -0.61496303
506    db_004058                           -0.61497021
507    db_004060                           -0.61499883
508    db_004480                           -0.61500381
509    db_001723                           -0.61500902
510    db_002425                           -0.61501205
511    db_004031                           -0.61501956
512    db_000887                           -0.61507819
513    db_006140                           -0.61508163
514    db_000764                           -0.61510350
515    db_004274                           -0.61511268
516    db_005160                           -0.61511801
517    db_004477                           -0.61513359
518    db_002914                           -0.61514873
519    db_005746                           -0.61517886
520    db_001234                           -0.61518004
521    db_006271                           -0.61518121
522    db_003085                           -0.61518871
523    db_003084                           -0.61518974
524    db_002090                           -0.61524296
525    db_000612                           -0.61524919
526    db_001184                           -0.61525876
527    db_003384                           -0.61528700
528    db_004616                           -0.61535602
529    db_005022                           -0.61545489
530    db_003359                           -0.61547143
531    db_005225                           -0.61551726
532    db_005717                           -0.61551986
533    db_001107                           -0.61558449
534    db_002812                           -0.61560347
535    db_004406                           -0.61563083
536    db_000613                           -0.61564044
537    db_002956                           -0.61565467
538    db_006156                           -0.61566465
539    db_002362                           -0.61566674
540    db_001299                           -0.61566889
541    db_001371                           -0.61570458
542    db_000168                           -0.61571775
543    db_006191                           -0.61572893
544    db_003552                           -0.61573435
545    db_002840                           -0.61576015
546    db_003004                           -0.61579735
547    db_001362                           -0.61579916
548    db_005151                           -0.61580073
549    db_005551                           -0.61582719
550    db_003976                           -0.61584064
551    db_001137                           -0.61584195
552    db_003180                           -0.61587420
553    db_004635                           -0.61587817
554    db_005720                           -0.61590929
555    db_003002                           -0.61599474
556    db_006079                           -0.61599794
557    db_005107                           -0.61602378
558    db_005503                           -0.61606990
559    db_002645                           -0.61609818
560    db_000053                           -0.61613083
561    db_002398                           -0.61618859
562    db_001996                           -0.61624914
563    db_005323                           -0.61625518
564    db_000178                           -0.61627217
565    db_004824                           -0.61628849
566    db_005377                           -0.61632164
567    db_002833                           -0.61633226
568    db_005485                           -0.61634652
569    db_004351                           -0.61635631
570    db_005759                           -0.61641964
571    db_004702                           -0.61642961
572    db_003933                           -0.61645453
573    db_005452                           -0.61646476
574    db_002255                           -0.61649208
575    db_002386                           -0.61658692
576    db_005263                           -0.61659348
577    db_004230                           -0.61664249
578    db_005773                           -0.61675152
579    db_003510                           -0.61675858
580    db_001433                           -0.61677045
581    db_004664                           -0.61678320
582    db_003575                           -0.61679584
583    db_002189                           -0.61688064
584    db_000158                           -0.61696622
585    db_005677                           -0.61697448
586    db_004662                           -0.61698105
587    db_004144                           -0.61698448
588    db_000645                           -0.61698781
589    db_000974                           -0.61709021
590    db_000656                           -0.61710188
591    db_003515                           -0.61711005
592    db_000390                           -0.61712438
593    db_004742                           -0.61715714
594    db_001117                           -0.61717581
595    db_002790                           -0.61720225
596    db_004219                           -0.61723946
597    db_002886                           -0.61724071
598    db_005546                           -0.61725358
599    db_000603                           -0.61726356
600    db_000556                           -0.61730753
601    db_004373                           -0.61732563
602    db_005536                           -0.61748472
603    db_000185                           -0.61748870
604    db_003729                           -0.61751001
605    db_004211                           -0.61752829
606    db_001422                           -0.61755401
607    db_002600                           -0.61757792
608    db_004196                           -0.61759808
609    db_003525                           -0.61763830
610    db_001533                           -0.61765745
611    db_000049                           -0.61767582
612    db_004120                           -0.61769322
613    db_002240                           -0.61769460
614    db_003158                           -0.61769577
615    db_002897                           -0.61779373
616    db_001374                           -0.61781045
617    db_005740                           -0.61789268
618    db_002022                           -0.61792113
619    db_003479                           -0.61794465
620    db_005093                           -0.61794865
621    db_005846                           -0.61800849
622    db_003857                           -0.61805884
623    db_004344                           -0.61811009
624    db_003112                           -0.61821747
625    db_004630                           -0.61824972
626    db_003012                           -0.61832410
627    db_000138                           -0.61870501
628    db_003679                           -0.61874197
629    db_005711                           -0.61874266
630    db_004075                           -0.61880355
631    db_000207                           -0.61887758
632    db_004915                           -0.61900871
633    db_000675                           -0.61901855
634    db_000977                           -0.61907535
635    db_002489                           -0.61912306
636    db_005605                           -0.61915356
637    db_003598                           -0.61918099
638    db_001685                           -0.61921543
639    db_001087                           -0.61924865
640    db_001979                           -0.61924981
641    db_004398                           -0.61940594
642    db_003483                           -0.61942591
643    db_002274                           -0.61954564
644    db_002639                           -0.61957363
645    db_005623                           -0.61962680
646    db_005753                           -0.61975715
647    db_004389                           -0.61978559
648    db_004740                           -0.61979825
649    db_004045                           -0.61990383
650    db_001975                           -0.61990692
651    db_005804                           -0.61996950
652    db_004739                           -0.62009330
653    db_005727                           -0.62011177
654    db_006175                           -0.62013153
655    db_003951                           -0.62020301
656    db_001343                           -0.62030451
657    db_005423                           -0.62034544
658    db_002304                           -0.62038777
659    db_002226                           -0.62039094
660    db_005680                           -0.62046912
661    db_000497                           -0.62048835
662    db_006240                           -0.62051368
663    db_002896                           -0.62055026
664    db_000262                           -0.62060986
665    db_000787                           -0.62063135
666    db_004486                           -0.62063498
667    db_005180                           -0.62077684
668    db_004359                           -0.62079990
669    db_003241                           -0.62080898
670    db_003165                           -0.62082494
671    db_001768                           -0.62082868
672    db_005073                           -0.62085480
673    db_001904                           -0.62093664
674    db_004369                           -0.62106388
675    db_004368                           -0.62106393
676    db_001036                           -0.62112987
677    db_001981                           -0.62120818
678    db_003184                           -0.62123673
679    db_000028                           -0.62123962
680    db_001891                           -0.62133419
681    db_004995                           -0.62133829
682    db_000159                           -0.62145010
683    db_005575                           -0.62146705
684    db_005513                           -0.62148314
685    db_003412                           -0.62151624
686    db_006231                           -0.62151991
687    db_001974                           -0.62158814
688    db_005904                           -0.62158831
689    db_004925                           -0.62167308
690    db_002695                           -0.62168740
691    db_004313                           -0.62200648
692    db_004602                           -0.62226810
693    db_002198                           -0.62243753
694    db_002974                           -0.62244165
695    db_002105                           -0.62257339
696    db_004993                           -0.62262885
697    db_004114                           -0.62263413
698    db_002440                           -0.62300583
699    db_000552                           -0.62344069
700    db_000304                           -0.62361548

Query: query_0019
--------------------------------------------------------------------------------
Rank   Database Image                      Score          
--------------------------------------------------------------------------------
1      db_001164                           0.99298373
2      db_001250                           0.98836666
3      db_002986                           0.98778831
4      db_001527                           0.98610422
5      db_001388                           0.98579566
6      db_004216                           0.98566306
7      db_001876                           0.98539549
8      db_006239                           0.98537256
9      db_000993                           0.98497273
10     db_002233                           0.98322568
11     db_003990                           0.98322373
12     db_002406                           0.98318079
13     db_003327                           0.98287734
14     db_006186                           0.98260955
15     db_002083                           0.98214527
16     db_005007                           0.98094309
17     db_005406                           0.98077944
18     db_006256                           0.97945370
19     db_000036                           0.97916405
20     db_006061                           0.97909034
21     db_003906                           0.97788505
22     db_002288                           0.97764381
23     db_006097                           0.97755558
24     db_006253                           0.97744413
25     db_002896                           0.97546746
26     db_001025                           0.97464743
27     db_002077                           0.97364278
28     db_000494                           0.97325273
29     db_006125                           0.97315454
30     db_002147                           0.97244587
31     db_000806                           0.97171931
32     db_002360                           0.97114930
33     db_006138                           0.97095217
34     db_003789                           0.97060234
35     db_006150                           0.96940659
36     db_003716                           0.96899982
37     db_006282                           0.96804714
38     db_002514                           0.96741691
39     db_005541                           0.96736698
40     db_005601                           0.96458276
41     db_004107                           0.96454578
42     db_006023                           0.96402557
43     db_004014                           0.96323960
44     db_001469                           0.96144915
45     db_003196                           0.96026890
46     db_002050                           0.95942433
47     db_002955                           0.95812395
48     db_001040                           0.95775333
49     db_002289                           0.95740916
50     db_003892                           0.95253306
51     db_000705                           0.95194875
52     db_002737                           0.94949245
53     db_001061                           0.94619301
54     db_003580                           0.94352422
55     db_001167                           0.94269419
56     db_005193                           0.94267465
57     db_001146                           0.94201390
58     db_002089                           0.93942520
59     db_000831                           0.93827708
60     db_002417                           0.93573055
61     db_004500                           0.93557880
62     db_002421                           0.93518547
63     db_001228                           0.93066735
64     db_006276                           0.92938092
65     db_001382                           0.92809265
66     db_004508                           0.92518906
67     db_004288                           0.92339019
68     db_001658                           0.92278310
69     db_001083                           0.92164642
70     db_005925                           0.92161260
71     db_003730                           0.92156363
72     db_005870                           0.92131177
73     db_002564                           0.92050645
74     db_001688                           0.91872777
75     db_001687                           0.91869847
76     db_005787                           0.91828762
77     db_004569                           0.91572454
78     db_004290                           0.91571265
79     db_002519                           0.91490186
80     db_006174                           0.91042078
81     db_002850                           0.90897330
82     db_002789                           0.90878727
83     db_004016                           0.90721229
84     db_002609                           0.90676293
85     db_003964                           0.90442910
86     db_001096                           0.90401507
87     db_000906                           0.90394196
88     db_005123                           0.90391321
89     db_004544                           0.90233587
90     db_001153                           0.89800822
91     db_000140                           0.89799209
92     db_000840                           0.89462456
93     db_000794                           0.89320248
94     db_005531                           0.89238771
95     db_004941                           0.88732073
96     db_000970                           0.88501240
97     db_004448                           0.87885559
98     db_002156                           0.87824497
99     db_002295                           0.87139620
100    db_005056                           0.87062626
101    db_003455                           0.87015376
102    db_004341                           0.86912628
103    db_001655                           0.85369028
104    db_005898                           0.84773832
105    db_004629                           0.84770048
106    db_005183                           0.83233785
107    db_002731                           0.83216604
108    db_001427                           0.83117940
109    db_000563                           0.82006538
110    db_005924                           0.80633666
111    db_000852                           0.80537862
112    db_000768                           0.80342567
113    db_003942                           0.80113602
114    db_000703                           0.79480538
115    db_004895                           0.79038238
116    db_000946                           0.77835130
117    db_005273                           0.77201941
118    db_005889                           0.73277240
119    db_002767                           0.72973918
120    db_001740                           0.71831284
121    db_003989                           0.70468846
122    db_002692                           0.69128482
123    db_002466                           0.68978302
124    db_004804                           0.65227556
125    db_005812                           0.65067465
126    db_000200                           0.61124542
127    db_003178                           0.60326685
128    db_005965                           0.58919787
129    db_005849                           0.56811769
130    db_003543                           0.51243185
131    db_005639                           0.47183612
132    db_003030                           0.47160843
133    db_005084                           0.46510996
134    db_004459                           0.42077359
135    db_002485                           0.35839263
136    db_002332                           0.33135773
137    db_005858                           0.33049042
138    db_005857                           0.33040452
139    db_005956                           0.26331084
140    db_005635                           0.24249024
141    db_005689                           0.14243188
142    db_006036                           0.12105444
143    db_001062                           -0.02643545
144    db_003867                           -0.05606923
145    db_000514                           -0.05988690
146    db_001381                           -0.06718105
147    db_006172                           -0.08799939
148    db_005307                           -0.17562942
149    db_000690                           -0.19622141
150    db_006251                           -0.20822186
151    db_000211                           -0.20824966
152    db_000210                           -0.20861047
153    db_002390                           -0.22529286
154    db_000026                           -0.22933828
155    db_004402                           -0.25127355
156    db_003162                           -0.27034193
157    db_002626                           -0.27476610
158    db_005361                           -0.28549149
159    db_001156                           -0.31397629
160    db_000199                           -0.34449490
161    db_002923                           -0.35594108
162    db_004634                           -0.37958781
163    db_001763                           -0.38184889
164    db_004487                           -0.40887504
165    db_000117                           -0.41668916
166    db_004844                           -0.42964013
167    db_001282                           -0.43190628
168    db_001836                           -0.43702657
169    db_001005                           -0.43911568
170    db_001004                           -0.43911570
171    db_004619                           -0.45194077
172    db_004449                           -0.46307945
173    db_003341                           -0.47257677
174    db_005712                           -0.47523356
175    db_003254                           -0.48193818
176    db_000685                           -0.49000256
177    db_000742                           -0.49031520
178    db_000478                           -0.49358166
179    db_002081                           -0.50610359
180    db_001424                           -0.51474609
181    db_003311                           -0.51725269
182    db_004539                           -0.52535216
183    db_004540                           -0.52535216
184    db_003442                           -0.52626280
