====================================================================================================
L2G RESULTS (CHAMFER ASYMMETRIC) - TOP 700
Parameters: k=700, M=1600, w=0.19, p=0.01
====================================================================================================

Query: query_0000
--------------------------------------------------------------------------------
Rank   Database Image                      Score          
282    db_002484                           -0.52686163
283    db_003537                           -0.53021709
284    db_003443                           -0.53178193
285    db_004581                           -0.53259302
286    db_003301                           -0.53361401
287    db_001758                           -0.53416628
288    db_004892                           -0.53531681
289    db_004419                           -0.53714232
290    db_001450                           -0.53969199
291    db_003103                           -0.53984231
292    db_000977                           -0.53989289
293    db_000711                           -0.54102781
294    db_001952                           -0.54122252
295    db_002036                           -0.54161699
296    db_003056                           -0.54351548
297    db_004829                           -0.54392065
298    db_000884                           -0.54464604
299    db_000731                           -0.54551427
300    db_004972                           -0.54704808
301    db_001602                           -0.54924190
302    db_002857                           -0.55135029
303    db_002926                           -0.55434555
304    db_002537                           -0.55539155
305    db_003700                           -0.55576942
306    db_004461                           -0.55795998
307    db_002707                           -0.55855575
308    db_004253                           -0.55996941
309    db_002936                           -0.56186508
310    db_004140                           -0.56201112
311    db_001867                           -0.56349157
312    db_004056                           -0.56357489
313    db_000201                           -0.56471501
314    db_003976                           -0.56612278
315    db_002830                           -0.57093715
316    db_004026                           -0.57128324
317    db_003291                           -0.57186863
318    db_000495                           -0.57443716
319    db_001362                           -0.57469194
320    db_003011                           -0.57603197
321    db_000955                           -0.57683290
322    db_004941                           -0.57777101
323    db_002978                           -0.57866784
324    db_001465                           -0.58037645
325    db_000367                           -0.58102163
326    db_000706                           -0.58115337
327    db_002817                           -0.58118680
328    db_000524                           -0.58123976
329    db_002505                           -0.58173875
330    db_000625                           -0.58218405
331    db_003134                           -0.58359083
332    db_003307                           -0.58388235
333    db_004149                           -0.58456824
334    db_001247                           -0.58513169
335    db_003725                           -0.58611949
336    db_004122                           -0.58662302
337    db_001981                           -0.58737710
338    db_000824                           -0.58815853
339    db_003851                           -0.58923995
340    db_002717                           -0.58983974
341    db_004342                           -0.58990088
342    db_002321                           -0.59109752
343    db_000734                           -0.59132813
344    db_000400                           -0.59137910
345    db_003139                           -0.59146316
346    db_001091                           -0.59160726
347    db_000998                           -0.59262633
348    db_004004                           -0.59290101
349    db_003318                           -0.59294018
350    db_004608                           -0.59298923
351    db_002419                           -0.59305230
352    db_000552                           -0.59365061
353    db_004563                           -0.59386669
354    db_003962                           -0.59443043
355    db_000050                           -0.59527223
356    db_003933                           -0.59661923
357    db_000544                           -0.59685096
358    db_002038                           -0.59870601
359    db_004034                           -0.59877883
360    db_001548                           -0.59886016
361    db_003391                           -0.59915287
362    db_000973                           -0.59916448
363    db_003358                           -0.59936154
364    db_000869                           -0.59945648
365    db_003276                           -0.60033538
366    db_002957                           -0.60084647
367    db_004180                           -0.60087210
368    db_000606                           -0.60109458
369    db_003228                           -0.60143153
370    db_001937                           -0.60169062
371    db_003668                           -0.60210492
372    db_001942                           -0.60282581
373    db_003092                           -0.60307491
374    db_001844                           -0.60316664
375    db_001841                           -0.60394906
376    db_003348                           -0.60402278
377    db_003926                           -0.60448380
378    db_003031                           -0.60449925
379    db_002825                           -0.60478467
380    db_003948                           -0.60548253
381    db_004607                           -0.60568483
382    db_002837                           -0.60572972
383    db_004239                           -0.60588409
384    db_000166                           -0.60612551
385    db_001427                           -0.60645941
386    db_001575                           -0.60653242
387    db_000334                           -0.60668253
388    db_003593                           -0.60699168
389    db_004724                           -0.60699451
390    db_001074                           -0.60710454
391    db_003021                           -0.60717897
392    db_004798                           -0.60728075
393    db_001296                           -0.60730918
394    db_000141                           -0.60750069
395    db_003470                           -0.60753287
396    db_002560                           -0.60771907
397    db_004743                           -0.60817050
398    db_004317                           -0.60841842
399    db_004300                           -0.60885842
400    db_003602                           -0.60916374
401    db_004478                           -0.60965165
402    db_001217                           -0.60968260
403    db_000838                           -0.61007313
404    db_002089                           -0.61016844
405    db_002210                           -0.61017619
406    db_001872                           -0.61027750
407    db_001770                           -0.61031320
408    db_002327                           -0.61052925
409    db_003162                           -0.61061070
410    db_001708                           -0.61061867
411    db_000274                           -0.61079982
412    db_003119                           -0.61084803
413    db_001126                           -0.61105071
414    db_001859                           -0.61115988
415    db_002461                           -0.61161675
416    db_003370                           -0.61178232
417    db_004385                           -0.61192447
418    db_000584                           -0.61193862
419    db_003776                           -0.61219527
420    db_003617                           -0.61243877
421    db_000250                           -0.61258738
422    db_000206                           -0.61260283
423    db_001958                           -0.61279774
424    db_002654                           -0.61292059
425    db_000640                           -0.61293077
426    db_001648                           -0.61294240
427    db_004809                           -0.61305970
428    db_001158                           -0.61308634
429    db_004881                           -0.61317548
430    db_000786                           -0.61348041
431    db_000374                           -0.61356249
432    db_000040                           -0.61358611
433    db_004929                           -0.61371871
434    db_002514                           -0.61376209
435    db_002685                           -0.61381428
436    db_002039                           -0.61393210
437    db_004099                           -0.61400973
438    db_002927                           -0.61410165
439    db_000599                           -0.61411019
440    db_004537                           -0.61413813
441    db_002385                           -0.61424885
442    db_000905                           -0.61435741
443    db_000920                           -0.61441933
444    db_002078                           -0.61442134
445    db_004013                           -0.61442422
446    db_002642                           -0.61457298
447    db_003369                           -0.61461894
448    db_001434                           -0.61500325
449    db_003860                           -0.61506984
450    db_004075                           -0.61512923
451    db_003986                           -0.61518366
452    db_000127                           -0.61518870
453    db_002528                           -0.61526015
454    db_000670                           -0.61537224
455    db_000554                           -0.61537273
456    db_000708                           -0.61543016
457    db_000196                           -0.61561335
458    db_002464                           -0.61590057
459    db_002669                           -0.61596559
460    db_004384                           -0.61600477
461    db_003211                           -0.61604676
462    db_000858                           -0.61605720
463    db_004212                           -0.61608285
464    db_001616                           -0.61625642
465    db_001052                           -0.61631209
466    db_003427                           -0.61642375
467    db_002054                           -0.61648056
468    db_004597                           -0.61651176
469    db_000927                           -0.61655784
470    db_003116                           -0.61663597
471    db_003042                           -0.61664488
472    db_004411                           -0.61681096
473    db_003319                           -0.61684310
474    db_001112                           -0.61690965
475    db_000051                           -0.61697407
476    db_002247                           -0.61697729
477    db_003670                           -0.61711332
478    db_003458                           -0.61712501
479    db_001186                           -0.61722901
480    db_000696                           -0.61733383
481    db_001853                           -0.61736182
482    db_002555                           -0.61739997
483    db_004805                           -0.61752619
484    db_004757                           -0.61755072
485    db_004960                           -0.61756231
486    db_003623                           -0.61760395
487    db_004107                           -0.61763831
488    db_004404                           -0.61780309
489    db_003604                           -0.61781717
490    db_002609                           -0.61798521
491    db_002547                           -0.61800909
492    db_001918                           -0.61800911
493    db_000685                           -0.61808251
494    db_003416                           -0.61808760
495    db_003901                           -0.61809417
496    db_000422                           -0.61809447
497    db_004216                           -0.61821981
498    db_002607                           -0.61822486
499    db_002489                           -0.61823482
500    db_003687                           -0.61835618
501    db_004640                           -0.61837467
502    db_004011                           -0.61840028
503    db_004167                           -0.61845292
504    db_003381                           -0.61859264
505    db_004610                           -0.61868518
506    db_004314                           -0.61868823
507    db_000225                           -0.61882148
508    db_002999                           -0.61888371
509    db_002202                           -0.61889693
510    db_000674                           -0.61891268
511    db_003434                           -0.61895989
512    db_002919                           -0.61907628
513    db_000595                           -0.61913539
514    db_001085                           -0.61916680
515    db_000840                           -0.61918731
516    db_000246                           -0.61919850
517    db_001391                           -0.61931567
518    db_001394                           -0.61938304
519    db_004157                           -0.61946972
520    db_002311                           -0.61957633
521    db_001951                           -0.61962041
522    db_001634                           -0.61969839
523    db_004636                           -0.61974382
524    db_000995                           -0.61974932
525    db_001123                           -0.61975122
526    db_003343                           -0.61975453
527    db_001888                           -0.61982858
528    db_003884                           -0.61989171
529    db_000655                           -0.61996150
530    db_003929                           -0.61997629
531    db_001084                           -0.61999890
532    db_002680                           -0.62023842
533    db_003728                           -0.62031430
534    db_004515                           -0.62032150
535    db_004028                           -0.62041039
536    db_002934                           -0.62043553
537    db_002558                           -0.62043974
538    db_003347                           -0.62044826
539    db_003127                           -0.62054499
540    db_000105                           -0.62062113
541    db_002221                           -0.62063982
542    db_000045                           -0.62079561
543    db_003784                           -0.62080182
544    db_004023                           -0.62083823
545    db_004566                           -0.62090076
546    db_002399                           -0.62095718
547    db_002353                           -0.62099540
548    db_003050                           -0.62105416
549    db_001384                           -0.62105692
550    db_002456                           -0.62109016
551    db_000783                           -0.62111000
552    db_000218                           -0.62115269
553    db_002556                           -0.62126886
554    db_004630                           -0.62132668
555    db_000153                           -0.62137363
556    db_003852                           -0.62141156
557    db_001111                           -0.62145791
558    db_001309                           -0.62147532
559    db_000652                           -0.62148168
560    db_002424                           -0.62153941
561    db_000943                           -0.62160024
562    db_000512                           -0.62161675
563    db_003772                           -0.62169149
564    db_002358                           -0.62174165
565    db_003206                           -0.62178711
566    db_004493                           -0.62180679
567    db_002083                           -0.62180831
568    db_004902                           -0.62180889
569    db_001530                           -0.62184829
570    db_002875                           -0.62186304
571    db_001653                           -0.62187392
572    db_004514                           -0.62192869
573    db_001489                           -0.62192898
574    db_001862                           -0.62193191
575    db_001276                           -0.62194853
576    db_000978                           -0.62196022
577    db_001259                           -0.62196748
578    db_003148                           -0.62197173
579    db_004561                           -0.62199563
580    db_003245                           -0.62203433
581    db_000704                           -0.62205003
582    db_003394                           -0.62207198
583    db_001520                           -0.62207854
584    db_004547                           -0.62212199
585    db_002561                           -0.62212271
586    db_003256                           -0.62216356
587    db_003136                           -0.62216500
588    db_001339                           -0.62217889
589    db_004526                           -0.62222567
590    db_002879                           -0.62222855
591    db_001824                           -0.62229245
592    db_001829                           -0.62229306
593    db_000121                           -0.62231797
594    db_003626                           -0.62232727
595    db_002890                           -0.62236871
596    db_004680                           -0.62238412
597    db_002534                           -0.62238458
598    db_001956                           -0.62238990
599    db_004392                           -0.62241665
600    db_001694                           -0.62250929
601    db_002440                           -0.62252653
602    db_000176                           -0.62253076
603    db_003246                           -0.62259341
604    db_001315                           -0.62261197
605    db_001117                           -0.62262795
606    db_004796                           -0.62265166
607    db_001695                           -0.62267097
608    db_000192                           -0.62267692
609    db_001071                           -0.62270238
610    db_002497                           -0.62270786
611    db_003968                           -0.62274905
612    db_003951                           -0.62275152
613    db_003760                           -0.62275739
614    db_002195                           -0.62276029
615    db_001832                           -0.62276116
616    db_000529                           -0.62277316
617    db_000443                           -0.62277887
618    db_003275                           -0.62279694
619    db_002330                           -0.62281207
620    db_001472                           -0.62284460
621    db_004650                           -0.62286752
622    db_001253                           -0.62289475
623    db_002374                           -0.62290025
624    db_002006                           -0.62291750
625    db_003698                           -0.62294597
626    db_003180                           -0.62294646
627    db_004827                           -0.62295194
628    db_001432                           -0.62298141
629    db_004241                           -0.62302331
630    db_000247                           -0.62303337
631    db_003399                           -0.62310829
632    db_000833                           -0.62310936
633    db_004740                           -0.62312487
634    db_001661                           -0.62313432
635    db_001778                           -0.62319792
636    db_002390                           -0.62322488
637    db_000090                           -0.62328934
638    db_000537                           -0.62329147
639    db_000014                           -0.62329170
640    db_000286                           -0.62333630
641    db_001868                           -0.62335963
642    db_004137                           -0.62337693
643    db_002248                           -0.62338513
644    db_001166                           -0.62339496
645    db_000399                           -0.62339681
646    db_003006                           -0.62340972
647    db_002766                           -0.62343041
648    db_003974                           -0.62347380
649    db_001535                           -0.62347382
650    db_004984                           -0.62349299
651    db_000063                           -0.62352703
652    db_003330                           -0.62354303
653    db_002332                           -0.62356586
654    db_003230                           -0.62359049
655    db_004911                           -0.62359316
656    db_003173                           -0.62366033
657    db_002891                           -0.62368067
658    db_002472                           -0.62369031
659    db_001288                           -0.62369312
660    db_000546                           -0.62369505
661    db_004447                           -0.62371500
662    db_002732                           -0.62371967
663    db_002162                           -0.62375181
664    db_002102                           -0.62376394
665    db_000592                           -0.62377786
666    db_003548                           -0.62380272
667    db_001617                           -0.62381168
668    db_004443                           -0.62382256
669    db_001547                           -0.62386889
670    db_002465                           -0.62387630
671    db_002675                           -0.62387970
672    db_002856                           -0.62389353
673    db_000940                           -0.62390105
674    db_002530                           -0.62394610
675    db_002757                           -0.62397816
676    db_001267                           -0.62399162
677    db_000036                           -0.62400415
678    db_004835                           -0.62403652
679    db_000381                           -0.62407530
680    db_004867                           -0.62412048
681    db_001909                           -0.62414119
682    db_002658                           -0.62415192
683    db_002793                           -0.62415714
684    db_002418                           -0.62415946
685    db_003077                           -0.62417589
686    db_004351                           -0.62418088
687    db_004303                           -0.62419122
688    db_003481                           -0.62420469
689    db_002645                           -0.62426611
690    db_001777                           -0.62427155
691    db_000112                           -0.62427609
692    db_003750                           -0.62429807
693    db_002314                           -0.62435509
694    db_001226                           -0.62436530
695    db_004866                           -0.62443964
696    db_001556                           -0.62448235
697    db_003274                           -0.62448256
698    db_002589                           -0.62453015
699    db_003510                           -0.62462465
700    db_003457                           -0.62462740

Query: query_0017
--------------------------------------------------------------------------------
Rank   Database Image                      Score          
--------------------------------------------------------------------------------
1      db_004906                           0.99501828
2      db_003877                           0.99487035
3      db_001505                           0.99459549
4      db_003683                           0.99415862
5      db_004970                           0.99408398
6      db_004347                           0.99300732
7      db_003294                           0.99300658
8      db_003045                           0.99283008
9      db_004220                           0.99196496
10     db_000573                           0.99092432
11     db_000148                           0.99068205
12     db_001041                           0.99024697
13     db_004477                           0.98988158
14     db_003770                           0.98965956
15     db_003060                           0.98962190
16     db_000072                           0.98962137
17     db_001683                           0.98891962
18     db_002412                           0.98859142
19     db_001806                           0.98846849
20     db_004501                           0.98833438
21     db_004670                           0.98806563
22     db_002407                           0.98782462
23     db_004737                           0.98781762
24     db_001568                           0.98780339
25     db_002063                           0.98753330
26     db_001381                           0.98668844
27     db_002169                           0.98658420
28     db_004540                           0.98634718
29     db_001172                           0.98629913
30     db_004412                           0.98609070
31     db_000259                           0.98574365
32     db_002033                           0.98547995
33     db_002112                           0.98476772
34     db_000110                           0.98391453
35     db_002372                           0.98379884
36     db_003694                           0.98363784
37     db_002309                           0.98316982
38     db_001901                           0.98303063
39     db_001408                           0.98278259
40     db_001805                           0.98271260
41     db_002644                           0.98265961
42     db_004381                           0.98251622
43     db_001300                           0.98238416
44     db_000174                           0.98167688
45     db_004245                           0.98152023
46     db_003956                           0.98129203
47     db_003775                           0.98104878
48     db_000162                           0.98061543
49     db_003965                           0.98046186
50     db_000405                           0.98033686
51     db_001755                           0.98032838
52     db_001006                           0.98020900
53     db_000058                           0.98004729
54     db_002768                           0.97986190
55     db_000835                           0.97974214
56     db_001666                           0.97830617
57     db_002369                           0.97795005
58     db_002990                           0.97761362
59     db_002426                           0.97761142
60     db_002442                           0.97734377
61     db_001991                           0.97714047
62     db_003515                           0.97688610
63     db_000910                           0.97672672
64     db_003304                           0.97653378
65     db_002391                           0.97643399
66     db_003452                           0.97640379
67     db_002363                           0.97634649
68     db_002249                           0.97622463
69     db_000445                           0.97608683
70     db_000948                           0.97606021
71     db_003525                           0.97600693
72     db_002735                           0.97588223
73     db_002048                           0.97585187
74     db_001147                           0.97552591
75     db_003562                           0.97510368
76     db_004717                           0.97502393
77     db_003110                           0.97478917
78     db_002092                           0.97455815
79     db_001845                           0.97446500
80     db_000128                           0.97415508
81     db_001264                           0.97295601
82     db_000645                           0.97294752
83     db_000462                           0.97289855
84     db_001727                           0.97250777
85     db_003616                           0.97248502
86     db_002761                           0.97248252
87     db_003096                           0.97236050
88     db_001159                           0.97219271
89     db_004374                           0.97212227
90     db_003912                           0.97146864
91     db_003496                           0.97128750
92     db_004333                           0.97051986
93     db_003426                           0.97010917
94     db_004355                           0.96991536
95     db_002398                           0.96982326
96     db_000671                           0.96934103
97     db_003613                           0.96806019
98     db_001564                           0.96804222
99     db_001715                           0.96797890
100    db_003240                           0.96759830
101    db_000479                           0.96726413
102    db_000043                           0.96701825
103    db_000530                           0.96601125
104    db_002807                           0.96596552
105    db_002684                           0.96547555
106    db_002544                           0.96529462
107    db_001684                           0.96381159
108    db_004114                           0.96378441
109    db_003244                           0.96342785
110    db_002541                           0.96253752
111    db_001283                           0.96225408
112    db_000204                           0.96220210
113    db_002862                           0.96208463
114    db_001118                           0.96146557
115    db_000264                           0.96089242
116    db_000549                           0.96004347
117    db_003710                           0.95822531
118    db_002240                           0.95754082
119    db_004148                           0.95728708
120    db_002500                           0.95690672
121    db_000620                           0.95586854
122    db_000464                           0.95562226
123    db_004448                           0.95451003
124    db_000613                           0.95406381
125    db_001807                           0.95349032
126    db_004313                           0.95287049
127    db_004623                           0.95262503
128    db_001680                           0.95164777
129    db_002124                           0.94997309
130    db_004713                           0.94982150
131    db_004535                           0.94982002
132    db_000361                           0.94848061
133    db_002911                           0.94802492
134    db_001430                           0.94463617
135    db_002274                           0.94402711
136    db_003792                           0.94369769
137    db_004462                           0.94355995
138    db_000607                           0.94302178
139    db_004132                           0.94237954
140    db_002643                           0.93964421
141    db_004846                           0.93954033
142    db_003030                           0.93931336
143    db_002118                           0.93840294
144    db_002742                           0.93797972
145    db_002107                           0.93645613
146    db_001776                           0.93497523
147    db_001040                           0.93484303
148    db_002459                           0.93157977
149    db_003526                           0.92510976
150    db_001065                           0.92400556
151    db_001222                           0.92321660
152    db_002851                           0.92253141
153    db_003972                           0.92215047
154    db_000689                           0.92174969
155    db_000513                           0.92095812
156    db_001949                           0.91973274
157    db_003585                           0.91946690
158    db_004259                           0.91906790
159    db_002580                           0.91569736
160    db_000828                           0.91428443
161    db_000950                           0.91240957
162    db_002670                           0.91173831
163    db_003389                           0.90888139
164    db_002253                           0.90846771
165    db_001255                           0.90838152
166    db_004307                           0.90717253
167    db_001230                           0.90668166
168    db_002806                           0.90615408
169    db_000182                           0.90096067
170    db_002153                           0.89910958
171    db_000288                           0.89475601
172    db_002549                           0.89086097
173    db_003306                           0.89028917
174    db_000528                           0.88989690
175    db_001438                           0.88835307
176    db_001024                           0.88735793
177    db_003696                           0.88646062
178    db_004146                           0.88372238
179    db_002760                           0.87999763
180    db_000688                           0.87983327
181    db_001376                           0.87682975
182    db_003622                           0.87578326
183    db_004573                           0.87511617
184    db_003777                           0.87360925
185    db_001926                           0.86927324
186    db_004799                           0.86289876
187    db_000750                           0.86278084
188    db_001035                           0.86250010
189    db_002894                           0.86209573
190    db_002101                           0.86192354
191    db_004745                           0.86149025
192    db_003203                           0.85679843
193    db_004176                           0.85422448
194    db_003706                           0.85244514
195    db_003141                           0.85051633
196    db_003596                           0.85026246
197    db_003073                           0.84917077
198    db_002168                           0.84898951
199    db_002998                           0.84849638
200    db_004189                           0.84809929
201    db_004590                           0.83879245
202    db_003191                           0.83721975
203    db_004288                           0.83091919
204    db_001219                           0.82768541
205    db_003802                           0.82599565
206    db_002603                           0.82338463
207    db_001194                           0.82168738
208    db_003669                           0.81864552
209    db_001003                           0.81182212
210    db_004539                           0.80200432
211    db_003374                           0.79445645
212    db_001354                           0.77600984
213    db_003826                           0.77594314
214    db_004677                           0.77470224
215    db_004409                           0.76851866
216    db_004524                           0.76459003
217    db_004435                           0.72922399
218    db_002913                           0.72775203
219    db_003414                           0.71724793
220    db_000841                           0.70525429
221    db_004125                           0.70231177
222    db_000907                           0.68055628
223    db_001510                           0.67861822
224    db_000460                           0.67333786
225    db_001941                           0.66460693
226    db_002774                           0.65988226
227    db_000324                           0.65126126
228    db_002647                           0.64719133
229    db_002317                           0.64317911
230    db_001769                           0.63628157
231    db_002953                           0.62166416
232    db_003067                           0.61195897
233    db_000635                           0.58987070
234    db_000738                           0.57423396
235    db_004095                           0.52603452
236    db_000210                           0.51396243
237    db_004838                           0.50676202
238    db_003270                           0.49554434
239    db_002573                           0.48271642
240    db_001676                           0.47155008
241    db_000491                           0.45563806
242    db_000185                           0.45132090
243    db_004595                           0.34483403
244    db_003619                           0.31920837
245    db_004089                           0.31841619
246    db_004643                           0.31596204
247    db_003715                           0.28947237
248    db_001461                           0.28320065
249    db_003099                           0.24895338
250    db_004417                           0.23023425
251    db_000555                           0.19521050
252    db_000194                           0.18711007
253    db_000145                           0.18253339
254    db_000608                           0.13724597
255    db_003323                           0.12983544
256    db_003833                           0.08290595
257    db_003205                           0.08289616
258    db_002572                           0.07537662
259    db_004264                           0.06530707
260    db_002960                           0.01705305
261    db_001828                           -0.01074815
262    db_004055                           -0.01244189
263    db_001649                           -0.01906634
264    db_000823                           -0.02743642
265    db_004343                           -0.03299456
266    db_000673                           -0.04693561
267    db_004868                           -0.07831020
268    db_004423                           -0.08161912
269    db_000463                           -0.11056925
270    db_001970                           -0.11177971
271    db_002120                           -0.13919931
272    db_003487                           -0.18392457
273    db_000365                           -0.20183169
274    db_000878                           -0.22273190
275    db_001140                           -0.23153569
276    db_002261                           -0.23205541
277    db_000667                           -0.26614964
278    db_003423                           -0.26951418
279    db_004037                           -0.27634450
280    db_002481                           -0.28525399
281    db_003528                           -0.28625876
282    db_002451                           -0.29695345
283    db_003651                           -0.30792262
284    db_001483                           -0.31900965
285    db_003915                           -0.34580967
286    db_000016                           -0.35005861
287    db_001871                           -0.37088979
288    db_003625                           -0.38835331
289    db_000906                           -0.40100004
290    db_002015                           -0.40142750
291    db_001293                           -0.40215547
292    db_002431                           -0.40276787
293    db_002992                           -0.40333397
294    db_000808                           -0.41854211
295    db_004530                           -0.42509637
296    db_002605                           -0.42717401
297    db_002155                           -0.42719937
298    db_004291                           -0.42870493
299    db_001933                           -0.45034328
300    db_003305                           -0.46371921
301    db_000169                           -0.46659278
302    db_003315                           -0.46784728
303    db_004093                           -0.46896479
304    db_001907                           -0.47007761
305    db_001462                           -0.47065714
306    db_002636                           -0.49402207
307    db_002756                           -0.49431851
308    db_000581                           -0.49655206
309    db_001215                           -0.49704937
310    db_003705                           -0.49808898
311    db_004638                           -0.50028891
312    db_004103                           -0.50292411
313    db_004026                           -0.50643873
314    db_000207                           -0.50776183
315    db_004263                           -0.50981490
316    db_001763                           -0.51990464
317    db_000244                           -0.52542053
318    db_001090                           -0.52765805
319    db_004457                           -0.52770911
320    db_004854                           -0.52931307
321    db_002857                           -0.53443022
322    db_002537                           -0.53539700
323    db_001815                           -0.53555796
324    db_004529                           -0.53573305
325    db_000461                           -0.53604332
326    db_000535                           -0.54383907
327    db_002560                           -0.54677279
328    db_001897                           -0.54791016
329    db_000413                           -0.54812294
330    db_003855                           -0.54842375
331    db_003134                           -0.54857589
332    db_004145                           -0.55253572
333    db_001247                           -0.55258410
334    db_001618                           -0.55361460
335    db_004043                           -0.55390742
336    db_000282                           -0.55452790
337    db_002969                           -0.55471349
338    db_001526                           -0.55539278
339    db_002939                           -0.55632241
340    db_004128                           -0.55772201
341    db_003998                           -0.55981631
342    db_003890                           -0.56075151
343    db_004002                           -0.56220952
344    db_001504                           -0.56257401
345    db_000135                           -0.56306520
346    db_002904                           -0.56350716
347    db_003942                           -0.56365826
348    db_002297                           -0.56416631
349    db_003893                           -0.56464407
350    db_001450                           -0.56481219
351    db_004257                           -0.56502439
352    db_002045                           -0.56632296
353    db_001996                           -0.56701152
354    db_002218                           -0.56880954
355    db_000078                           -0.57037771
356    db_004797                           -0.57066234
357    db_004724                           -0.57187022
358    db_003175                           -0.57247150
359    db_004382                           -0.57535022
360    db_000824                           -0.57586096
361    db_003928                           -0.57648317
362    db_000799                           -0.57703222
363    db_002973                           -0.57748071
364    db_000263                           -0.57909849
365    db_002708                           -0.58018804
366    db_002957                           -0.58057434
367    db_000900                           -0.58179366
368    db_004938                           -0.58183242
369    db_002685                           -0.58337933
370    db_001281                           -0.58353169
371    db_003400                           -0.58354846
372    db_000708                           -0.58564538
373    db_004810                           -0.58575047
374    db_000366                           -0.58584008
375    db_004701                           -0.58598354
376    db_003916                           -0.58627608
377    db_004201                           -0.58649420
378    db_001648                           -0.58666984
379    db_002279                           -0.58677976
380    db_001198                           -0.58699193
381    db_004261                           -0.58791696
382    db_001844                           -0.58972304
383    db_003035                           -0.59022070
384    db_000584                           -0.59056682
385    db_003247                           -0.59066437
386    db_001296                           -0.59082804
387    db_000929                           -0.59088872
388    db_000994                           -0.59098522
389    db_001708                           -0.59115036
390    db_002458                           -0.59123571
391    db_001044                           -0.59203608
392    db_004681                           -0.59232922
393    db_003769                           -0.59293872
394    db_000029                           -0.59324631
395    db_002796                           -0.59350000
396    db_002202                           -0.59359258
397    db_001651                           -0.59367601
398    db_001330                           -0.59368677
399    db_002562                           -0.59389612
400    db_002808                           -0.59395146
