====================================================================================================
L2G STAGE 1: LOCAL FEATURE SEARCH RESULTS
====================================================================================================
Dataset: RParis6K
Index: l2g_index_rparis6k
Total queries: 2
Top-1600 results per query
Similarity: Chamfer (asymmetric) with p=0.01

TIMING:
  Total: 2.001s
  Average: 1.0004s/query
  Chamfer similarity: 0.9999s/query
  Sort: 0.0006s/query
====================================================================================================

Query: paris_defense_000000
--------------------------------------------------------------------------------
Rank     Database Image                                     Score               
801      paris_general_002352                               0.96295737
802      paris_pompidou_000641                              0.96295737
803      paris_pantheon_001106                              0.96295736
804      paris_general_000864                               0.96295735
805      paris_defense_000147                               0.96295734
806      paris_museedorsay_000249                           0.96295734
807      paris_moulinrouge_000360                           0.96295734
808      paris_notredame_000425                             0.96295733
809      paris_museedorsay_000326                           0.96295732
810      paris_general_000695                               0.96295731
811      paris_general_002305                               0.96295731
812      paris_invalides_000691                             0.96295731
813      paris_invalides_000664                             0.96295730
814      paris_pompidou_000062                              0.96295729
815      paris_museedorsay_000287                           0.96295729
816      paris_invalides_000410                             0.96295728
817      paris_museedorsay_001037                           0.96295727
818      paris_general_000599                               0.96295726
819      paris_defense_000496                               0.96295726
820      paris_defense_000440                               0.96295725
821      paris_museedorsay_001052                           0.96295724
822      paris_museedorsay_000738                           0.96295724
823      paris_museedorsay_001018                           0.96295723
824      paris_general_002098                               0.96295722
825      paris_general_000699                               0.96295721
826      paris_general_000432                               0.96295721
827      paris_general_001567                               0.96295721
828      paris_general_001908                               0.96295720
829      paris_defense_000215                               0.96295718
830      paris_triomphe_000425                              0.96295718
831      paris_notredame_000396                             0.96295717
832      paris_general_001440                               0.96295713
833      paris_museedorsay_001045                           0.96295713
834      paris_invalides_000586                             0.96295712
835      paris_general_002968                               0.96295711
836      paris_general_001939                               0.96295710
837      paris_general_001312                               0.96295710
838      paris_general_001083                               0.96295710
839      paris_notredame_000631                             0.96295708
840      paris_museedorsay_000039                           0.96295708
841      paris_general_002918                               0.96295708
842      paris_general_001869                               0.96295708
843      paris_general_000965                               0.96295702
844      paris_notredame_000650                             0.96295700
845      paris_defense_000439                               0.96295699
846      paris_pompidou_000582                              0.96295698
847      paris_triomphe_000794                              0.96295696
848      paris_notredame_000933                             0.96295695
849      paris_general_002050                               0.96295695
850      paris_eiffel_000207                                0.96295695
851      paris_museedorsay_000063                           0.96295695
852      paris_pompidou_000051                              0.96295692
853      paris_eiffel_000072                                0.96295692
854      paris_pompidou_000344                              0.96295689
855      paris_louvre_000254                                0.96295687
856      paris_general_002963                               0.96295686
857      paris_museedorsay_000757                           0.96295686
858      paris_pompidou_000644                              0.96295684
859      paris_notredame_000039                             0.96295684
860      paris_notredame_000034                             0.96295684
861      paris_general_002599                               0.96295684
862      paris_moulinrouge_000371                           0.96295683
863      paris_notredame_000138                             0.96295682
864      paris_defense_000203                               0.96295682
865      paris_notredame_000349                             0.96295682
866      paris_general_003015                               0.96295681
867      paris_invalides_000195                             0.96295681
868      paris_moulinrouge_000830                           0.96295681
869      paris_general_002150                               0.96295680
870      paris_pantheon_000535                              0.96295680
871      paris_triomphe_000859                              0.96295680
872      paris_museedorsay_000473                           0.96295678
873      paris_museedorsay_000334                           0.96295678
874      paris_museedorsay_000048                           0.96295677
875      paris_general_002168                               0.96295677
876      paris_museedorsay_000293                           0.96295677
877      paris_museedorsay_001029                           0.96295676
878      paris_defense_000202                               0.96295674
879      paris_notredame_000811                             0.96295673
880      paris_general_003002                               0.96295672
881      paris_defense_000079                               0.96295672
882      paris_museedorsay_000947                           0.96295672
883      paris_defense_000052                               0.96295670
884      paris_museedorsay_000327                           0.96295669
885      paris_general_002186                               0.96295663
886      paris_notredame_000942                             0.96295663
887      paris_invalides_000444                             0.96295662
888      paris_museedorsay_000957                           0.96295661
889      paris_general_000754                               0.96295660
890      paris_eiffel_000083                                0.96295659
891      paris_moulinrouge_000486                           0.96295658
892      paris_defense_000336                               0.96295657
893      paris_eiffel_000176                                0.96295656
894      paris_invalides_000494                             0.96295655
895      paris_general_001900                               0.96295655
896      paris_general_001235                               0.96295655
897      paris_museedorsay_000942                           0.96295654
898      paris_moulinrouge_000818                           0.96295654
899      paris_general_002837                               0.96295654
900      paris_general_001513                               0.96295654
901      paris_general_000373                               0.96295653
902      paris_moulinrouge_000229                           0.96295652
903      paris_eiffel_000256                                0.96295651
904      paris_invalides_000251                             0.96295651
905      paris_defense_000136                               0.96295650
906      paris_triomphe_000276                              0.96295649
907      paris_general_002066                               0.96295649
908      paris_museedorsay_000608                           0.96295649
909      paris_defense_000103                               0.96295648
910      paris_sacrecoeur_000683                            0.96295648
911      paris_pompidou_000183                              0.96295647
912      paris_museedorsay_000425                           0.96295647
913      paris_general_001296                               0.96295647
914      paris_general_001983                               0.96295646
915      paris_invalides_000684                             0.96295646
916      paris_museedorsay_000773                           0.96295645
917      paris_sacrecoeur_000393                            0.96295644
918      paris_general_003109                               0.96295642
919      paris_general_001637                               0.96295641
920      paris_eiffel_000078                                0.96295640
921      paris_general_003071                               0.96295637
922      paris_defense_000067                               0.96295637
923      paris_pompidou_000297                              0.96295636
924      paris_defense_000289                               0.96295636
925      paris_pompidou_000485                              0.96295635
926      paris_general_000222                               0.96295635
927      paris_louvre_000202                                0.96295635
928      paris_general_002813                               0.96295632
929      paris_general_002485                               0.96295632
930      paris_moulinrouge_000536                           0.96295631
931      paris_pantheon_000459                              0.96295630
932      paris_general_000376                               0.96295629
933      paris_general_002374                               0.96295629
934      paris_general_001359                               0.96295628
935      paris_general_001521                               0.96295626
936      paris_museedorsay_000332                           0.96295626
937      paris_pompidou_000029                              0.96295625
938      paris_defense_000041                               0.96295624
939      paris_defense_000068                               0.96295621
940      paris_general_001584                               0.96295619
941      paris_general_002430                               0.96295616
942      paris_eiffel_000128                                0.96295616
943      paris_general_001623                               0.96295614
944      paris_defense_000196                               0.96295614
945      paris_pantheon_000651                              0.96295614
946      paris_sacrecoeur_000380                            0.96295613
947      paris_general_001145                               0.96295612
948      paris_museedorsay_000230                           0.96295612
949      paris_museedorsay_000546                           0.96295611
950      paris_museedorsay_000497                           0.96295610
951      paris_general_002807                               0.96295609
952      paris_pantheon_000572                              0.96295608
953      paris_museedorsay_000836                           0.96295608
954      paris_triomphe_000141                              0.96295607
955      paris_louvre_000466                                0.96295607
956      paris_general_001695                               0.96295606
957      paris_notredame_000853                             0.96295606
958      paris_sacrecoeur_000351                            0.96295605
959      paris_pompidou_000142                              0.96295604
960      paris_moulinrouge_000306                           0.96295604
961      paris_general_000343                               0.96295604
962      paris_notredame_000110                             0.96295603
963      paris_pompidou_000041                              0.96295602
964      paris_general_002314                               0.96295601
965      paris_pompidou_000048                              0.96295601
966      paris_defense_000094                               0.96295599
967      paris_pantheon_000461                              0.96295599
968      paris_moulinrouge_000824                           0.96295595
969      paris_general_001450                               0.96295593
970      paris_notredame_000271                             0.96295592
971      paris_defense_000050                               0.96295592
972      paris_notredame_000681                             0.96295592
973      paris_defense_000193                               0.96295591
974      paris_museedorsay_000335                           0.96295590
975      paris_pompidou_000712                              0.96295589
976      paris_general_000697                               0.96295589
977      paris_pompidou_000347                              0.96295589
978      paris_general_000508                               0.96295588
979      paris_defense_000249                               0.96295588
980      paris_pompidou_000015                              0.96295587
981      paris_pantheon_000756                              0.96295585
982      paris_invalides_000315                             0.96295584
983      paris_triomphe_000728                              0.96295584
984      paris_general_000804                               0.96295582
985      paris_pantheon_000673                              0.96295581
986      paris_museedorsay_000900                           0.96295580
987      paris_sacrecoeur_000490                            0.96295580
988      paris_sacrecoeur_000375                            0.96295579
989      paris_general_000087                               0.96295577
990      paris_general_000071                               0.96295573
991      paris_museedorsay_000572                           0.96295572
992      paris_general_003104                               0.96295571
993      paris_general_002657                               0.96295570
994      paris_triomphe_000148                              0.96295569
995      paris_museedorsay_000747                           0.96295568
996      paris_pompidou_000439                              0.96295567
997      paris_pantheon_000145                              0.96295566
998      paris_invalides_000585                             0.96295566
999      paris_triomphe_000307                              0.96295564
1000     paris_defense_000294                               0.96295562
1001     paris_invalides_000140                             0.96295562
1002     paris_general_000646                               0.96295560
1003     paris_notredame_000645                             0.96295560
1004     paris_museedorsay_000993                           0.96295560
1005     paris_notredame_000526                             0.96295560
1006     paris_eiffel_000168                                0.96295560
1007     paris_general_001028                               0.96295558
1008     paris_general_002054                               0.96295558
1009     paris_museedorsay_000270                           0.96295557
1010     paris_pantheon_000485                              0.96295557
1011     paris_defense_000032                               0.96295557
1012     paris_general_002718                               0.96295555
1013     paris_moulinrouge_000383                           0.96295555
1014     paris_eiffel_000041                                0.96295554
1015     paris_louvre_000442                                0.96295554
1016     paris_general_002257                               0.96295553
1017     paris_notredame_000740                             0.96295552
1018     paris_moulinrouge_000804                           0.96295551
1019     paris_museedorsay_001069                           0.96295551
1020     paris_general_000339                               0.96295550
1021     paris_museedorsay_000451                           0.96295549
1022     paris_moulinrouge_000307                           0.96295548
1023     paris_general_000834                               0.96295548
1024     paris_museedorsay_000761                           0.96295544
1025     paris_louvre_000317                                0.96295544
1026     paris_pompidou_000182                              0.96295542
1027     paris_museedorsay_000976                           0.96295542
1028     paris_pantheon_000587                              0.96295542
1029     paris_museedorsay_000716                           0.96295542
1030     paris_general_001875                               0.96295540
1031     paris_eiffel_000313                                0.96295540
1032     paris_pantheon_000497                              0.96295539
1033     paris_museedorsay_000390                           0.96295539
1034     paris_pantheon_000843                              0.96295538
1035     paris_triomphe_000525                              0.96295537
1036     paris_museedorsay_001057                           0.96295536
1037     paris_general_003119                               0.96295536
1038     paris_general_001788                               0.96295535
1039     paris_general_000147                               0.96295535
1040     paris_museedorsay_000175                           0.96295535
1041     paris_triomphe_000046                              0.96295535
1042     paris_pompidou_000478                              0.96295534
1043     paris_pompidou_000677                              0.96295534
1044     paris_sacrecoeur_000604                            0.96295533
1045     paris_triomphe_000090                              0.96295533
1046     paris_pompidou_000610                              0.96295532
1047     paris_pompidou_000701                              0.96295532
1048     paris_museedorsay_000242                           0.96295531
1049     paris_museedorsay_000925                           0.96295531
1050     paris_general_002757                               0.96295531
1051     paris_notredame_000205                             0.96295529
1052     paris_sacrecoeur_000071                            0.96295528
1053     paris_eiffel_000273                                0.96295528
1054     paris_general_000127                               0.96295528
1055     paris_general_001406                               0.96295528
1056     paris_museedorsay_001012                           0.96295527
1057     paris_louvre_000168                                0.96295525
1058     paris_museedorsay_000882                           0.96295525
1059     paris_triomphe_000558                              0.96295525
1060     paris_museedorsay_000599                           0.96295522
1061     paris_sacrecoeur_000423                            0.96295521
1062     paris_moulinrouge_000820                           0.96295520
1063     paris_defense_000527                               0.96295520
1064     paris_general_000250                               0.96295519
1065     paris_defense_000499                               0.96295518
1066     paris_pompidou_000581                              0.96295518
1067     paris_defense_000181                               0.96295517
1068     paris_louvre_000298                                0.96295514
1069     paris_pompidou_000429                              0.96295514
1070     paris_general_001643                               0.96295514
1071     paris_eiffel_000249                                0.96295514
1072     paris_defense_000161                               0.96295513
1073     paris_general_003092                               0.96295513
1074     paris_moulinrouge_000210                           0.96295511
1075     paris_museedorsay_000986                           0.96295511
1076     paris_museedorsay_000777                           0.96295510
1077     paris_pompidou_000179                              0.96295510
1078     paris_triomphe_000372                              0.96295509
1079     paris_general_001465                               0.96295509
1080     paris_general_003088                               0.96295507
1081     paris_general_002399                               0.96295507
1082     paris_museedorsay_000893                           0.96295506
1083     paris_moulinrouge_000527                           0.96295506
1084     paris_invalides_000748                             0.96295505
1085     paris_museedorsay_000325                           0.96295504
1086     paris_defense_000455                               0.96295503
1087     paris_pompidou_000611                              0.96295502
1088     paris_invalides_000297                             0.96295501
1089     paris_museedorsay_000315                           0.96295500
1090     paris_general_002787                               0.96295499
1091     paris_general_000067                               0.96295499
1092     paris_defense_000502                               0.96295497
1093     paris_defense_000132                               0.96295496
1094     paris_sacrecoeur_000045                            0.96295496
1095     paris_general_002119                               0.96295495
1096     paris_museedorsay_000435                           0.96295495
1097     paris_triomphe_000374                              0.96295493
1098     paris_eiffel_000178                                0.96295492
1099     paris_general_001464                               0.96295492
1100     paris_defense_000026                               0.96295492
1101     paris_general_001454                               0.96295491
1102     paris_pantheon_000890                              0.96295488
1103     paris_notredame_000810                             0.96295487
1104     paris_louvre_000320                                0.96295486
1105     paris_general_002420                               0.96295486
1106     paris_museedorsay_000252                           0.96295486
1107     paris_triomphe_000485                              0.96295484
1108     paris_general_001945                               0.96295483
1109     paris_defense_000233                               0.96295481
1110     paris_notredame_000383                             0.96295480
1111     paris_notredame_000648                             0.96295478
1112     paris_pompidou_000393                              0.96295477
1113     paris_defense_000232                               0.96295477
1114     paris_sacrecoeur_000136                            0.96295477
1115     paris_defense_000346                               0.96295476
1116     paris_museedorsay_000581                           0.96295476
1117     paris_notredame_000427                             0.96295475
1118     paris_moulinrouge_000483                           0.96295475
1119     paris_general_002845                               0.96295472
1120     paris_general_001303                               0.96295471
1121     paris_louvre_000278                                0.96295471
1122     paris_general_002915                               0.96295471
1123     paris_museedorsay_000045                           0.96295471
1124     paris_museedorsay_000577                           0.96295470
1125     paris_defense_000560                               0.96295470
1126     paris_sacrecoeur_000693                            0.96295468
1127     paris_moulinrouge_000839                           0.96295466
1128     paris_defense_000547                               0.96295466
1129     paris_pompidou_000441                              0.96295463
1130     paris_general_003118                               0.96295462
1131     paris_triomphe_000219                              0.96295462
1132     paris_general_001912                               0.96295462
1133     paris_notredame_000491                             0.96295459
1134     paris_moulinrouge_000009                           0.96295458
1135     paris_general_003121                               0.96295458
1136     paris_triomphe_000603                              0.96295456
1137     paris_pantheon_000156                              0.96295456
1138     paris_notredame_000804                             0.96295453
1139     paris_sacrecoeur_000373                            0.96295452
1140     paris_pompidou_000440                              0.96295450
1141     paris_pompidou_000455                              0.96295450
1142     paris_general_001928                               0.96295449
1143     paris_museedorsay_000886                           0.96295449
1144     paris_museedorsay_000837                           0.96295449
1145     paris_sacrecoeur_000487                            0.96295449
1146     paris_eiffel_000327                                0.96295448
1147     paris_defense_000092                               0.96295447
1148     paris_pompidou_000169                              0.96295446
1149     paris_pompidou_000419                              0.96295446
1150     paris_general_000585                               0.96295443
1151     paris_moulinrouge_000854                           0.96295442
1152     paris_general_001238                               0.96295439
1153     paris_general_001581                               0.96295438
1154     paris_general_001980                               0.96295437
1155     paris_notredame_000292                             0.96295436
1156     paris_museedorsay_001054                           0.96295432
1157     paris_general_002719                               0.96295431
1158     paris_defense_000385                               0.96295431
1159     paris_defense_000604                               0.96295429
1160     paris_moulinrouge_000209                           0.96295429
1161     paris_sacrecoeur_000332                            0.96295428
1162     paris_museedorsay_000979                           0.96295428
1163     paris_pompidou_000249                              0.96295428
1164     paris_moulinrouge_000388                           0.96295428
1165     paris_moulinrouge_000302                           0.96295427
1166     paris_museedorsay_000833                           0.96295427
1167     paris_general_001420                               0.96295424
1168     paris_louvre_000233                                0.96295423
1169     paris_general_002106                               0.96295419
1170     paris_louvre_000238                                0.96295419
1171     paris_general_003113                               0.96295416
1172     paris_defense_000163                               0.96295416
1173     paris_triomphe_000436                              0.96295414
1174     paris_invalides_000211                             0.96295414
1175     paris_defense_000075                               0.96295412
1176     paris_general_001886                               0.96295411
1177     paris_general_002880                               0.96295411
1178     paris_defense_000400                               0.96295411
1179     paris_louvre_000299                                0.96295410
1180     paris_general_002846                               0.96295410
1181     paris_defense_000185                               0.96295410
1182     paris_general_000707                               0.96295409
1183     paris_general_002797                               0.96295408
1184     paris_general_002551                               0.96295407
1185     paris_pompidou_000624                              0.96295406
1186     paris_pantheon_000162                              0.96295405
1187     paris_eiffel_000166                                0.96295404
1188     paris_pantheon_000668                              0.96295404
1189     paris_invalides_000619                             0.96295403
1190     paris_general_002800                               0.96295403
1191     paris_pompidou_000538                              0.96295400
1192     paris_notredame_000783                             0.96295400
1193     paris_pompidou_000621                              0.96295400
1194     paris_defense_000537                               0.96295399
1195     paris_notredame_000763                             0.96295399
1196     paris_pompidou_000343                              0.96295399
1197     paris_louvre_000449                                0.96295399
1198     paris_museedorsay_000811                           0.96295397
1199     paris_moulinrouge_000260                           0.96295397
1200     paris_pompidou_000627                              0.96295396
1201     paris_general_000408                               0.96295395
1202     paris_general_000499                               0.96295394
1203     paris_general_002831                               0.96295393
1204     paris_museedorsay_000750                           0.96295390
1205     paris_notredame_000115                             0.96295389
1206     paris_louvre_000015                                0.96295389
1207     paris_moulinrouge_000720                           0.96295389
1208     paris_general_001351                               0.96295388
1209     paris_moulinrouge_000649                           0.96295388
1210     paris_general_001959                               0.96295388
1211     paris_invalides_000081                             0.96295387
1212     paris_general_002237                               0.96295387
1213     paris_general_002246                               0.96295387
1214     paris_general_001019                               0.96295386
1215     paris_museedorsay_000795                           0.96295386
1216     paris_defense_000143                               0.96295385
1217     paris_defense_000259                               0.96295384
1218     paris_notredame_000418                             0.96295383
1219     paris_general_000137                               0.96295382
1220     paris_museedorsay_001049                           0.96295381
1221     paris_louvre_000153                                0.96295378
1222     paris_triomphe_000563                              0.96295378
1223     paris_invalides_000773                             0.96295377
1224     paris_museedorsay_000866                           0.96295377
1225     paris_moulinrouge_000214                           0.96295374
1226     paris_notredame_000976                             0.96295372
1227     paris_general_002978                               0.96295372
1228     paris_invalides_000436                             0.96295372
1229     paris_sacrecoeur_000421                            0.96295370
1230     paris_defense_000106                               0.96295368
1231     paris_defense_000195                               0.96295368
1232     paris_general_001438                               0.96295368
1233     paris_museedorsay_000263                           0.96295367
1234     paris_general_001620                               0.96295367
1235     paris_museedorsay_001053                           0.96295364
1236     paris_moulinrouge_000015                           0.96295364
1237     paris_triomphe_000376                              0.96295363
1238     paris_pantheon_000204                              0.96295362
1239     paris_pompidou_000160                              0.96295361
1240     paris_general_000835                               0.96295361
1241     paris_moulinrouge_000803                           0.96295360
1242     paris_museedorsay_000280                           0.96295359
1243     paris_louvre_000082                                0.96295358
1244     paris_general_002564                               0.96295358
1245     paris_triomphe_000460                              0.96295357
1246     paris_pantheon_000844                              0.96295357
1247     paris_museedorsay_000380                           0.96295356
1248     paris_museedorsay_000476                           0.96295356
1249     paris_pantheon_000074                              0.96295355
1250     paris_general_001313                               0.96295353
1251     paris_pompidou_000159                              0.96295353
1252     paris_pompidou_000648                              0.96295352
1253     paris_general_000886                               0.96295352
1254     paris_pantheon_000096                              0.96295352
1255     paris_triomphe_000849                              0.96295352
1256     paris_pompidou_000689                              0.96295351
1257     paris_notredame_000178                             0.96295350
1258     paris_general_003149                               0.96295350
1259     paris_louvre_000162                                0.96295348
1260     paris_invalides_000213                             0.96295348
1261     paris_moulinrouge_000298                           0.96295348
1262     paris_general_000291                               0.96295347
1263     paris_invalides_000484                             0.96295347
1264     paris_sacrecoeur_000650                            0.96295346
1265     paris_invalides_000616                             0.96295346
1266     paris_defense_000617                               0.96295346
1267     paris_triomphe_000269                              0.96295344
1268     paris_pantheon_000686                              0.96295343
1269     paris_notredame_000422                             0.96295343
1270     paris_invalides_000581                             0.96295343
1271     paris_invalides_000743                             0.96295342
1272     paris_moulinrouge_000505                           0.96295341
1273     paris_defense_000144                               0.96295341
1274     paris_general_003122                               0.96295341
1275     paris_pantheon_000596                              0.96295340
1276     paris_general_003146                               0.96295340
1277     paris_pantheon_000850                              0.96295339
1278     paris_defense_000598                               0.96295339
1279     paris_general_002029                               0.96295338
1280     paris_general_001970                               0.96295337
1281     paris_notredame_000578                             0.96295337
1282     paris_defense_000011                               0.96295334
1283     paris_pantheon_001149                              0.96295334
1284     paris_pompidou_000664                              0.96295334
1285     paris_general_002102                               0.96295332
1286     paris_general_001885                               0.96295332
1287     paris_general_001723                               0.96295332
1288     paris_museedorsay_001070                           0.96295332
1289     paris_moulinrouge_000489                           0.96295332
1290     paris_moulinrouge_000419                           0.96295332
1291     paris_general_001966                               0.96295329
1292     paris_museedorsay_000336                           0.96295328
1293     paris_moulinrouge_000755                           0.96295327
1294     paris_general_002522                               0.96295326
1295     paris_eiffel_000230                                0.96295326
1296     paris_museedorsay_000210                           0.96295326
1297     paris_museedorsay_000216                           0.96295325
1298     paris_general_000351                               0.96295325
1299     paris_eiffel_000004                                0.96295323
1300     paris_defense_000138                               0.96295323
1301     paris_general_002765                               0.96295322
1302     paris_museedorsay_000305                           0.96295321
1303     paris_triomphe_000252                              0.96295319
1304     paris_general_001265                               0.96295319
1305     paris_museedorsay_000103                           0.96295319
1306     paris_pantheon_000169                              0.96295318
1307     paris_sacrecoeur_000389                            0.96295317
1308     paris_museedorsay_001058                           0.96295316
1309     paris_general_002709                               0.96295315
1310     paris_general_002417                               0.96295315
1311     paris_general_002661                               0.96295314
1312     paris_general_002943                               0.96295313
1313     paris_pantheon_000217                              0.96295313
1314     paris_museedorsay_000191                           0.96295312
1315     paris_sacrecoeur_000680                            0.96295312
1316     paris_general_001452                               0.96295311
1317     paris_general_001849                               0.96295308
1318     paris_sacrecoeur_000721                            0.96295308
1319     paris_museedorsay_000562                           0.96295307
1320     paris_moulinrouge_000806                           0.96295306
1321     paris_moulinrouge_000024                           0.96295305
1322     paris_general_002220                               0.96295304
1323     paris_general_001963                               0.96295304
1324     paris_notredame_000803                             0.96295304
1325     paris_triomphe_000271                              0.96295302
1326     paris_defense_000080                               0.96295302
1327     paris_moulinrouge_000777                           0.96295302
1328     paris_general_000758                               0.96295300
1329     paris_pantheon_000819                              0.96295300
1330     paris_moulinrouge_000733                           0.96295300
1331     paris_general_001894                               0.96295300
1332     paris_louvre_000275                                0.96295298
1333     paris_museedorsay_001056                           0.96295298
1334     paris_eiffel_000073                                0.96295296
1335     paris_museedorsay_000379                           0.96295295
1336     paris_museedorsay_000042                           0.96295295
1337     paris_museedorsay_000772                           0.96295294
1338     paris_pantheon_000646                              0.96295294
1339     paris_museedorsay_000489                           0.96295291
1340     paris_general_001907                               0.96295290
1341     paris_defense_000111                               0.96295288
1342     paris_pompidou_000421                              0.96295288
1343     paris_pompidou_000317                              0.96295287
1344     paris_pompidou_000384                              0.96295287
1345     paris_pantheon_000593                              0.96295287
1346     paris_notredame_000084                             0.96295287
1347     paris_museedorsay_000936                           0.96295285
1348     paris_moulinrouge_000545                           0.96295285
1349     paris_general_000256                               0.96295284
1350     paris_museedorsay_000431                           0.96295283
1351     paris_sacrecoeur_000007                            0.96295282
1352     paris_triomphe_000674                              0.96295281
1353     paris_general_001352                               0.96295280
1354     paris_triomphe_000344                              0.96295280
1355     paris_defense_000566                               0.96295280
1356     paris_moulinrouge_000050                           0.96295280
1357     paris_moulinrouge_000099                           0.96295278
1358     paris_sacrecoeur_000151                            0.96295278
1359     paris_notredame_000060                             0.96295277
1360     paris_eiffel_000206                                0.96295277
1361     paris_general_002048                               0.96295277
1362     paris_defense_000396                               0.96295276
1363     paris_notredame_000463                             0.96295274
1364     paris_pompidou_000315                              0.96295273
1365     paris_museedorsay_000520                           0.96295273
1366     paris_pompidou_000158                              0.96295272
1367     paris_pantheon_000881                              0.96295271
1368     paris_sacrecoeur_000407                            0.96295271
1369     paris_sacrecoeur_000125                            0.96295271
1370     paris_notredame_000387                             0.96295269
1371     paris_pantheon_000330                              0.96295269
1372     paris_pantheon_000351                              0.96295269
1373     paris_notredame_000281                             0.96295268
1374     paris_general_001874                               0.96295268
1375     paris_defense_000177                               0.96295267
1376     paris_invalides_000422                             0.96295267
1377     paris_museedorsay_000001                           0.96295265
1378     paris_museedorsay_001113                           0.96295263
1379     paris_museedorsay_000934                           0.96295262
1380     paris_notredame_000785                             0.96295262
1381     paris_defense_000548                               0.96295262
1382     paris_defense_000291                               0.96295262
1383     paris_invalides_000554                             0.96295262
1384     paris_museedorsay_000705                           0.96295261
1385     paris_defense_000210                               0.96295261
1386     paris_general_002991                               0.96295261
1387     paris_triomphe_000368                              0.96295260
1388     paris_invalides_000027                             0.96295260
1389     paris_moulinrouge_000589                           0.96295258
1390     paris_pompidou_000342                              0.96295258
1391     paris_general_002160                               0.96295258
1392     paris_general_001536                               0.96295257
1393     paris_museedorsay_000423                           0.96295256
1394     paris_pantheon_000347                              0.96295256
1395     paris_general_001241                               0.96295256
1396     paris_invalides_000035                             0.96295255
1397     paris_museedorsay_000548                           0.96295255
1398     paris_notredame_000263                             0.96295255
1399     paris_general_001401                               0.96295255
1400     paris_invalides_000744                             0.96295254
1401     paris_general_002877                               0.96295253
1402     paris_notredame_000748                             0.96295252
1403     paris_museedorsay_000550                           0.96295251
1404     paris_museedorsay_000133                           0.96295251
1405     paris_invalides_000757                             0.96295251
1406     paris_moulinrouge_000366                           0.96295250
1407     paris_museedorsay_000579                           0.96295250
1408     paris_triomphe_000561                              0.96295249
1409     paris_defense_000587                               0.96295248
1410     paris_defense_000293                               0.96295247
1411     paris_invalides_000669                             0.96295247
1412     paris_museedorsay_000196                           0.96295247
1413     paris_defense_000447                               0.96295247
1414     paris_general_000901                               0.96295246
1415     paris_pompidou_000208                              0.96295246
1416     paris_eiffel_000203                                0.96295245
1417     paris_museedorsay_000617                           0.96295244
1418     paris_notredame_000869                             0.96295242
1419     paris_museedorsay_000328                           0.96295239
1420     paris_defense_000335                               0.96295239
1421     paris_defense_000616                               0.96295239
1422     paris_triomphe_000904                              0.96295238
1423     paris_sacrecoeur_000248                            0.96295233
1424     paris_general_000811                               0.96295232
1425     paris_defense_000071                               0.96295232
1426     paris_general_000012                               0.96295231
1427     paris_pompidou_000364                              0.96295230
1428     paris_defense_000110                               0.96295230
1429     paris_louvre_000096                                0.96295229
1430     paris_general_002608                               0.96295228
1431     paris_triomphe_000565                              0.96295227
1432     paris_defense_000002                               0.96295227
1433     paris_museedorsay_001021                           0.96295225
1434     paris_moulinrouge_000709                           0.96295225
